scolname,location_country,location_state,location_city,scale_students,scale_faculty
740school,East Timor,drive,industry,2978,1900
741school,Gambia,itself,exist,8535,3588
742school,United Kingdom,sort,prepare,5215,4509
743school,United Kingdom,sea,whose,3408,1919
744school,Italy,learn,life,5318,3820
745school,Congo,trip,per,9696,242
746school,Japan,task,manager,1070,3359
747school,Dominica,all,either,6517,4303
748school,East Timor,sort,result,370,1598
749school,China,crime,must,8357,2214
750school,Antigua,ask,should,5264,3927
751school,Dominican Republic,side,sister,6406,580
752school,Costa Rica,heart,entire,1627,908
753school,Denmark,coach,hand,3507,3672
754school,Gambia,either,instead,1417,4678
755school,Ecuador,structure,cost,2065,2129
756school,Cyprus,administration,for,2557,2915
757school,United Kingdom,after,easy,6268,3194
758school,Dominica,suggest,whose,7065,96
759school,East Timor,ask,seat,2779,3802
760school,Afghanistan,special,prove,5345,258
761school,Georgia,provide,forward,5515,2556
762school,Andorra,others,show,2588,4286
763school,Ecuador,life,skin,9911,1107
764school,United States,room,dinner,8755,2884
765school,Andorra,woman,project,2613,4571
766school,Gabon,either,house,4288,2652
767school,Andorra,author,radio,6485,1855
768school,Egypt,like,treat,1800,2929
769school,Algeria,never,hospital,6269,3372
770school,Croatia,so,out,5866,4991
771school,China,make,option,4280,1732
772school,Cuba,three,south,8043,3318
773school,Korea South,ability,easy,3452,2331
774school,Comoros,sea,history,5566,4140
775school,France,than,magazine,368,3458
776school,Cuba,activity,use,9849,4007
777school,Costa Rica,nice,set,6049,1693
778school,Ecuador,move,sometimes,9580,987
779school,Japan,gun,deal,4386,2862
780school,Congo,somebody,mean,25,2151
781school,Republic,economy,sit,6289,4070
782school,Gabon,myself,friend,4642,3662
783school,United States,much,result,6781,2190
784school,Gambia,positive,top,4515,662
785school,Dominican Republic,room,until,6135,4441
786school,Republic,world,one,1895,2765
787school,Czech,head,stage,5511,4734
788school,Republic,side,as,2902,4574
789school,East Timor,positive,prove,1012,955
790school,United Kingdom,rich,adult,592,2935
791school,Colombia,thing,audience,2316,4684
792school,Gabon,suffer,join,6653,1892
793school,Djibouti,west,walk,8660,4828
794school,Algeria,attention,response,6723,4839
795school,Costa Rica,kind,attack,5592,4833
796school,Egypt,control,act,7821,2576
797school,Colombia,medical,radio,1769,4260
798school,United Kingdom,wrong,media,9464,2567
799school,Georgia,space,three,236,96
800school,Gambia,doctor,common,6209,1997
801school,Albania,mind,food,4964,4260
802school,Korea South,mouth,or,6072,485
803school,Ireland,itself,situation,7084,2561
804school,Dominican Republic,in,owner,2783,311
805school,Andorra,way,officer,4580,3200
806school,Costa Rica,various,no,3761,3159
807school,Dominica,group,page,416,3096
808school,Egypt,bring,million,9424,4385
809school,Georgia,source,beyond,1630,2376
810school,Gabon,that,physical,9631,2999
811school,Czech,class,employee,2461,1186
812school,Dominican Republic,maintain,seven,1061,3791
813school,China,travel,step,6521,1974
814school,Congo,citizen,however,1719,4824
815school,Germany,decision,sell,3674,230
816school,Korea South,score,find,8633,3767
817school,Gabon,crime,shake,8725,3300
818school,Antigua,price,executive,8825,1944
819school,Angola,generation,just,4393,4286
820school,Ecuador,large,a,6571,1326
821school,Czech,view,degree,6776,4991
822school,Georgia,candidate,according,5998,2823
823school,United States,group,political,7104,124
824school,United Kingdom,lot,hour,3395,2254
825school,Gabon,material,ready,8934,358
826school,Dominican Republic,energy,even,8594,3695
827school,Angola,single,me,7700,1055
828school,Albania,table,major,885,356
829school,Republic,stock,case,1648,3084
830school,Italy,perhaps,establish,9870,2257
831school,Czech,prevent,ago,4218,2528
832school,Gambia,skin,reflect,8495,693
833school,Albania,network,office,5911,2143
834school,Costa Rica,modern,interesting,997,4131
835school,Denmark,large,course,343,10
836school,Dominican Republic,word,a,9762,635
837school,Angola,teacher,trial,6914,4098
838school,China,eight,speech,4505,4331
839school,Cuba,itself,trip,6746,544
840school,Denmark,continue,five,868,1260
841school,Czech,article,them,4462,2806
842school,Ecuador,less,fine,4777,2527
843school,Georgia,benefit,quite,2896,1361
844school,Japan,as,dinner,5416,2130
845school,Japan,education,more,2031,973
846school,Dominica,together,deal,4936,2281
847school,Comoros,fear,maintain,9459,2440
848school,Egypt,here,teacher,132,4902
849school,Andorra,traditional,more,2636,3063
850school,Egypt,suggest,live,74,1496
851school,Algeria,at,marriage,11,1869
852school,Angola,statement,receive,2291,2414
853school,United States,budget,thus,6720,2357
854school,Dominican Republic,door,become,2556,217
855school,Colombia,act,later,111,3777
856school,Italy,voice,body,8747,963
857school,Afghanistan,old,word,4448,3339
858school,Colombia,hand,avoid,3865,2652
859school,France,its,even,5247,819
860school,Cuba,church,finish,4780,3307
861school,Costa Rica,player,various,5287,2172
862school,Andorra,government,some,6898,4931
863school,Egypt,impact,small,5115,3231
864school,Czech,power,decide,5585,2440
865school,Albania,sound,health,1691,4675
866school,Cuba,poor,four,4443,1230
867school,Dominican Republic,general,little,4911,955
868school,Denmark,indicate,they,1854,1451
869school,United States,task,image,3060,2976
870school,Republic,system,perhaps,5410,3231
871school,Czech,speech,reveal,9358,4239
872school,Dominican Republic,business,help,3032,376
873school,Ireland,season,memory,7717,267
874school,Andorra,account,act,8922,1877
875school,Congo,face,country,5286,2803
876school,Korea South,stock,any,2032,1310
877school,Republic,painting,write,4715,440
878school,Angola,everyone,scene,7549,4519
879school,Cyprus,approach,agent,2377,3154
880school,France,support,under,5688,4033
881school,East Timor,catch,knowledge,6502,1627
882school,Afghanistan,for,radio,3812,1308
883school,Italy,yeah,agent,7146,3929
884school,Croatia,wait,process,4070,1424
885school,East Timor,various,leg,4031,2989
886school,France,ahead,action,2230,3069
887school,Antigua,sign,force,7800,3997
888school,Korea South,usually,analysis,4618,1929
889school,Angola,unit,approach,8777,4122
890school,Croatia,sister,practice,369,126
891school,United Kingdom,most,air,8019,2233
892school,China,teacher,and,5918,1947
893school,France,owner,us,4736,4144
894school,Egypt,page,special,9716,942
895school,Ecuador,thought,half,2640,2812
896school,Georgia,store,east,6499,4136
897school,Costa Rica,culture,his,4994,2182
898school,Republic,figure,mother,4774,3968
899school,Antigua,probably,if,3210,2928
900school,Denmark,condition,respond,6142,3144
901school,Czech,face,enjoy,3584,2096
902school,Czech,similar,leave,5230,3137
903school,Gambia,probably,cold,1332,1692
904school,Korea South,white,employee,5116,83
905school,Italy,so,garden,1049,2969
906school,Comoros,popular,official,3506,1764
907school,Congo,want,size,1738,782
908school,Comoros,feel,class,7825,849
909school,Dominican Republic,fly,young,5525,4643
910school,Croatia,for,parent,1244,2506
911school,Denmark,public,fall,4785,1215
912school,Argentina,bad,kid,3930,3801
913school,Antigua,century,kitchen,1813,2025
914school,Cyprus,almost,baby,5629,4022
915school,France,avoid,sure,2144,1947
916school,Gambia,which,today,3951,1232
917school,Egypt,factor,sister,539,3579
918school,East Timor,money,continue,700,4222
919school,Egypt,lead,ready,852,4911
920school,China,if,blood,7544,2073
921school,Argentina,second,space,6509,1589
922school,China,result,piece,907,1415
923school,Congo,someone,capital,5709,3815
924school,Afghanistan,certain,drug,8157,903
925school,France,society,produce,9330,2091
926school,United Kingdom,style,fast,82,1228
927school,Korea South,assume,themselves,14,4954
928school,Antigua,everything,cup,5651,4281
929school,Ecuador,money,rather,5457,4617
930school,Italy,easy,that,6294,2659
931school,Ireland,eat,prove,5823,4674
932school,Antigua,blue,this,2396,4480
933school,Korea South,either,money,46,3135
934school,Gambia,may,live,5006,1502
935school,Afghanistan,beautiful,game,4790,2893
936school,Argentina,doctor,real,5133,792
937school,Comoros,smile,feel,2087,3609
938school,Comoros,sister,dream,5770,3565
939school,Gabon,blood,eye,8622,680
940school,Croatia,billion,still,9720,2085
941school,Gambia,gas,true,1639,1573
942school,United States,realize,imagine,2891,607
943school,Republic,smile,bed,4834,2374
944school,Republic,marriage,any,4914,4105
945school,Dominican Republic,soon,note,7608,3057
946school,Ireland,pay,include,8022,1975
947school,United Kingdom,speak,bed,8178,4310
948school,Colombia,wind,best,7952,2701
949school,Costa Rica,young,public,754,3591
950school,Dominican Republic,use,religious,3317,4879
951school,Ireland,accept,action,1644,2616
952school,United States,sound,early,9199,2532
953school,Gambia,sell,name,7642,4462
954school,Colombia,her,those,9374,4141
955school,Italy,know,camera,7206,2855
956school,Georgia,join,carry,1262,3074
957school,Ecuador,type,TV,368,4711
958school,Denmark,star,task,6402,2530
959school,Costa Rica,possible,production,7304,1108
960school,Congo,budget,door,3456,4078
961school,China,technology,body,6206,4951
962school,Georgia,baby,show,5622,717
963school,Egypt,country,road,4464,2830
964school,Republic,western,not,9905,471
965school,Andorra,watch,they,2960,4381
966school,United Kingdom,grow,fish,488,4572
967school,Czech,artist,occur,1570,4181
968school,Dominican Republic,well,west,9026,1777
969school,China,sometimes,tough,9792,3898
970school,Argentina,or,probably,3663,4913
971school,Gambia,try,white,2061,2730
972school,Denmark,anything,race,1705,4151
973school,Colombia,street,war,1027,4287
974school,Denmark,quality,with,2152,2334
975school,Comoros,be,outside,3971,2981
976school,Argentina,film,deep,9671,2083
977school,Cuba,mission,computer,541,500
978school,Costa Rica,food,dinner,8466,1881
979school,Cyprus,cell,rich,9910,2317
980school,Cyprus,gun,civil,4647,1040
981school,United Kingdom,experience,name,4355,1267
982school,Argentina,machine,thank,8586,532
983school,Ecuador,remember,trip,1568,1044
984school,Costa Rica,debate,century,3038,1980
985school,Costa Rica,wrong,especially,9054,3193
986school,Argentina,time,smile,4012,741
987school,Angola,reach,media,4028,241
988school,Ecuador,allow,affect,3992,2742
989school,China,others,film,2103,3573
990school,Czech,hot,nature,1845,3307
991school,Ireland,mouth,well,7461,3634
992school,Denmark,reflect,event,7077,4273
993school,Albania,small,his,9974,4453
994school,Italy,relationship,wrong,6490,2802
995school,Gabon,character,what,3665,3335
996school,Afghanistan,film,television,5565,1028
997school,Dominican Republic,I,together,3696,2972
998school,Cyprus,art,it,7892,1611
999school,Djibouti,land,talk,4730,2790
1000school,Germany,myself,success,1990,4887
1001school,Gambia,remember,four,948,4366
1002school,Andorra,various,improve,5499,462
1003school,Albania,around,history,1529,423
1004school,Congo,again,detail,5663,4119
1005school,Colombia,charge,why,3987,2902
1006school,Algeria,door,firm,6891,590
1007school,Gambia,end,beyond,9552,4829
1008school,Angola,air,baby,9469,487
1009school,Afghanistan,everything,full,7061,1047
1010school,Algeria,expert,dark,4388,673
1011school,Congo,hair,thus,7576,4349
1012school,East Timor,sometimes,wish,6486,4655
1013school,Albania,lead,remain,1415,2713
1014school,United Kingdom,test,finish,499,1595
1015school,Denmark,hotel,statement,2680,2026
1016school,France,go,sport,5040,3180
1017school,Angola,market,much,5025,2170
1018school,Angola,present,explain,9688,3138
1019school,Congo,condition,including,8836,3832
1020school,United Kingdom,home,television,1350,3848
1021school,Egypt,war,source,2415,876
1022school,Argentina,audience,though,2721,668
1023school,Comoros,participant,approach,9910,1944
1024school,Colombia,become,data,9415,3173
1025school,Congo,fall,bag,7019,4840
1026school,Andorra,good,ask,729,282
1027school,Algeria,return,threat,99,1612
1028school,Gabon,head,cultural,6959,2909
1029school,Algeria,sure,simple,9730,2978
1030school,Costa Rica,experience,suggest,6044,134
1031school,Colombia,because,loss,1543,1157
1032school,Republic,drive,environment,3258,1839
1033school,Algeria,available,president,3704,4254
1034school,Andorra,car,movement,456,897
1035school,Afghanistan,prevent,hit,2880,1795
1036school,Gambia,white,decide,9591,1756
1037school,Gabon,senior,Republican,5773,2465
1038school,Colombia,into,win,1029,2713
1039school,East Timor,close,discuss,8684,2604
1040school,Denmark,like,black,6804,1501
1041school,Egypt,high,report,2921,4263
1042school,Colombia,clearly,up,3006,2800
1043school,Colombia,director,star,6792,3059
1044school,Afghanistan,low,oil,6174,1288
1045school,Ireland,population,serve,2651,1261
1046school,Ecuador,enjoy,no,5767,3852
1047school,Cuba,chance,almost,3137,243
1048school,Congo,trip,wall,3589,519
1049school,Gambia,real,ago,9446,4796
1050school,Gabon,break,direction,78,3412
1051school,Djibouti,answer,maybe,4264,4351
1052school,Czech,arm,allow,6595,2734
1053school,Ireland,step,young,5455,2173
1054school,Dominica,enough,job,8242,2586
1055school,Croatia,little,arm,1322,2891
1056school,Gabon,participant,him,500,4355
1057school,Afghanistan,our,society,6363,1107
1058school,Cyprus,must,network,5747,1703
1059school,Albania,talk,must,3903,4043
1060school,United States,end,place,5426,4289
1061school,Andorra,decade,be,9901,4194
1062school,China,beautiful,take,2135,4586
