gradname,graddate,adname
11590,1920-11-24,1159
11600,1908-03-17,1160
11610,2014-09-14,1161
11620,1972-03-01,1162
11630,1965-11-17,1163
11640,1940-01-08,1164
11650,2001-09-08,1165
11660,1985-04-14,1166
11670,1951-09-02,1167
11680,1985-07-11,1168
11690,1990-03-17,1169
11700,1965-11-17,1170
11710,1947-01-16,1171
11720,1917-12-30,1172
11730,2008-02-25,1173
11740,1979-08-07,1174
11750,1975-08-14,1175
11760,1939-10-10,1176
11770,1941-10-21,1177
11780,1983-08-15,1178
11790,2005-12-25,1179
11800,1914-10-31,1180
11810,1999-06-30,1181
11820,2011-12-16,1182
11830,1984-08-19,1183
11840,2011-11-17,1184
11850,2004-08-27,1185
11860,1941-11-25,1186
11870,1910-01-27,1187
11880,1991-12-12,1188
11890,1942-06-17,1189
11900,1979-05-13,1190
11910,1983-05-08,1191
11920,1961-06-19,1192
11930,2010-01-22,1193
11940,1939-09-04,1194
11950,1964-04-12,1195
11960,1970-12-23,1196
11970,1956-03-29,1197
11980,1975-10-21,1198
11990,1930-03-05,1199
12000,1913-04-15,1200
12010,1917-02-05,1201
12020,1906-05-03,1202
12030,1916-05-04,1203
12040,1965-08-18,1204
12050,1920-12-11,1205
12060,1943-06-10,1206
12070,2011-08-03,1207
12080,1941-06-30,1208
12090,1936-06-06,1209
12100,1934-12-11,1210
12110,1917-11-11,1211
12120,1955-05-07,1212
12130,1995-05-26,1213
12140,1931-08-15,1214
12150,1937-07-03,1215
12160,2011-03-02,1216
12170,1970-09-03,1217
12180,2020-04-08,1218
12190,1966-01-26,1219
12200,1931-03-02,1220
12210,1951-09-12,1221
12220,1973-09-22,1222
12230,1910-07-28,1223
12240,1962-03-09,1224
12250,1923-06-05,1225
12260,2013-06-21,1226
12270,1924-04-07,1227
12280,2018-02-09,1228
12290,1947-04-17,1229
12300,1914-07-03,1230
12310,1981-07-13,1231
12320,2020-03-03,1232
12330,1937-03-07,1233
12340,1959-12-19,1234
12350,1986-09-02,1235
12360,1979-07-01,1236
12370,1976-04-15,1237
12380,1945-04-08,1238
12390,1982-01-15,1239
12400,1991-06-25,1240
12410,1982-07-06,1241
12420,2009-06-25,1242
12430,1974-11-19,1243
12440,1986-03-04,1244
12450,1984-04-25,1245
12460,1931-08-12,1246
12470,1928-12-08,1247
12480,1962-07-24,1248
12490,1960-08-20,1249
12500,1958-01-30,1250
12510,1911-07-21,1251
12520,1964-02-09,1252
12530,1988-10-01,1253
12540,1962-12-23,1254
12550,1995-03-23,1255
12560,2020-05-11,1256
12570,1962-06-17,1257
12580,1947-08-29,1258
12590,1975-03-10,1259
12600,2004-01-30,1260
12610,1982-11-18,1261
12620,1921-04-30,1262
12630,1912-01-02,1263
12640,1911-09-09,1264
12650,1977-12-15,1265
12660,1992-02-04,1266
12670,1977-02-06,1267
12680,1949-10-26,1268
12690,1997-09-29,1269
12700,1939-11-20,1270
12710,1941-01-13,1271
12720,1939-08-22,1272
12730,1968-11-03,1273
12740,1923-12-04,1274
12750,2016-05-09,1275
12760,1982-05-14,1276
12770,2018-08-03,1277
12780,1988-09-04,1278
12790,1958-05-04,1279
12800,2019-07-30,1280
12810,1926-03-24,1281
12820,1986-06-16,1282
12830,2013-02-27,1283
12840,1917-01-24,1284
12850,1991-02-22,1285
12860,1960-08-14,1286
12870,1957-02-04,1287
12880,1989-04-01,1288
12890,1944-09-29,1289
12900,1914-02-21,1290
12910,2004-08-12,1291
12920,1924-10-26,1292
12930,1963-07-23,1293
12940,1931-11-04,1294
12950,1999-10-31,1295
12960,1986-01-15,1296
12970,1993-04-07,1297
12980,1950-12-28,1298
12990,1914-06-14,1299
13000,1967-04-16,1300
13010,1994-01-01,1301
13020,1920-05-08,1302
13030,1938-12-07,1303
13040,2013-04-28,1304
13050,1983-09-13,1305
13060,1989-03-30,1306
13070,2001-06-16,1307
13080,1931-12-19,1308
13090,1974-10-12,1309
13100,2006-06-15,1310
13110,1921-11-02,1311
13120,1972-02-13,1312
13130,2006-07-03,1313
13140,1931-12-30,1314
13150,1945-08-12,1315
13160,1970-06-19,1316
13170,1929-05-29,1317
13180,2003-04-04,1318
13190,1955-12-15,1319
13200,1952-03-21,1320
13210,1941-03-19,1321
13220,1935-02-16,1322
13230,1944-08-10,1323
13240,1932-04-13,1324
13250,1941-11-04,1325
13260,1933-06-10,1326
13270,1904-08-03,1327
13280,1967-07-05,1328
13290,1935-02-26,1329
13300,1983-04-09,1330
13310,1976-09-25,1331
13320,1938-01-15,1332
13330,1912-12-24,1333
13340,1912-09-01,1334
13350,1927-02-17,1335
13360,1952-07-23,1336
13370,1979-12-21,1337
13380,1982-02-26,1338
13390,1922-06-20,1339
13400,1928-07-17,1340
13410,1974-12-06,1341
13420,1953-04-17,1342
13430,1980-05-31,1343
13440,1963-06-10,1344
13450,1914-08-12,1345
13460,1968-09-02,1346
13470,1934-06-18,1347
13480,1994-09-24,1348
13490,1957-04-13,1349
13500,2002-08-04,1350
13510,1984-03-24,1351
13520,1943-09-18,1352
13530,1905-10-15,1353
13540,1919-01-18,1354
13550,2013-07-07,1355
13560,1923-09-15,1356
13570,1992-08-19,1357
13580,1991-10-02,1358
13590,1926-06-20,1359
13600,1957-12-14,1360
13610,1981-05-12,1361
13620,1984-05-08,1362
13630,1946-08-09,1363
13640,2018-10-18,1364
13650,2015-02-14,1365
13660,1968-07-11,1366
13670,1967-09-23,1367
13680,2016-02-18,1368
13690,1970-02-19,1369
13700,1934-05-19,1370
13710,1934-11-10,1371
13720,2011-08-09,1372
13730,1971-08-18,1373
13740,1963-01-13,1374
13750,1978-04-21,1375
13760,2003-02-03,1376
13770,2001-10-10,1377
13780,1946-11-21,1378
13790,1953-01-11,1379
13800,2001-08-02,1380
13810,1905-06-17,1381
13820,1975-07-10,1382
13830,1985-09-24,1383
13840,1940-03-06,1384
13850,1948-03-24,1385
13860,2017-10-05,1386
13870,1931-09-01,1387
13880,2014-05-25,1388
13890,1961-02-26,1389
13900,1993-09-09,1390
13910,1928-07-11,1391
13920,1974-08-27,1392
13930,1975-10-07,1393
13940,1927-10-29,1394
13950,1989-05-05,1395
13960,1929-04-15,1396
13970,1993-09-06,1397
13980,1934-10-24,1398
13990,1950-06-14,1399
14000,2017-05-20,1400
14010,1937-12-04,1401
14020,1919-03-25,1402
14030,2012-04-27,1403
14040,1955-07-06,1404
14050,1904-11-07,1405
14060,1985-03-18,1406
14070,1978-11-25,1407
14080,1967-10-18,1408
14090,2013-05-20,1409
14100,1989-01-06,1410
14110,1945-10-31,1411
14120,2015-12-17,1412
14130,2005-07-20,1413
14140,1939-02-24,1414
14150,2002-03-12,1415
14160,1971-10-21,1416
14170,1911-01-10,1417
14180,1920-01-23,1418
14190,1949-11-09,1419
14200,1922-07-19,1420
14210,2004-01-11,1421
14220,1912-01-04,1422
14230,1959-04-15,1423
14240,1908-05-04,1424
14250,2012-11-30,1425
14260,1992-02-26,1426
14270,2010-07-07,1427
14280,1964-04-05,1428
14290,1959-09-02,1429
14300,1947-06-19,1430
14310,1993-12-01,1431
14320,1921-11-18,1432
14330,1936-09-29,1433
14340,2010-10-08,1434
14350,2014-07-19,1435
14360,1918-06-26,1436
14370,1946-02-04,1437
14380,1988-08-24,1438
14390,1921-11-03,1439
14400,1976-05-15,1440
14410,1998-03-24,1441
14420,1951-09-26,1442
14430,1942-08-08,1443
14440,1993-05-02,1444
14450,1922-08-25,1445
14460,1991-01-13,1446
14470,1958-02-05,1447
14480,1926-06-22,1448
14490,1964-11-03,1449
14500,2008-05-05,1450
14510,2001-02-24,1451
14520,1957-09-17,1452
14530,1921-08-24,1453
14540,1965-10-11,1454
14550,1999-10-14,1455
14560,1946-03-27,1456
14570,1959-10-22,1457
14580,1976-01-09,1458
14590,1969-07-06,1459
14600,1951-10-27,1460
14610,1945-08-07,1461
14620,1961-07-03,1462
14630,1966-03-15,1463
14640,1958-09-30,1464
14650,1944-11-29,1465
14660,1909-07-02,1466
14670,2010-06-26,1467
14680,1978-08-17,1468
14690,2016-02-07,1469
14700,1998-02-01,1470
14710,2001-01-09,1471
14720,1987-02-04,1472
14730,1965-02-19,1473
14740,1941-09-02,1474
14750,1971-09-04,1475
14760,2004-01-13,1476
14770,1942-10-02,1477
14780,2011-07-23,1478
14790,1930-03-23,1479
14800,1989-08-25,1480
14810,1958-07-16,1481
14820,2020-01-09,1482
14830,1958-01-04,1483
14840,1996-11-29,1484
14850,1942-06-10,1485
14860,2017-05-02,1486
14870,1981-10-04,1487
14880,2015-03-04,1488
14890,1944-06-03,1489
14900,1934-03-08,1490
14910,1967-04-18,1491
14920,1933-05-24,1492
14930,2004-02-10,1493
14940,1957-03-26,1494
14950,2017-04-04,1495
14960,1992-09-13,1496
14970,1909-12-12,1497
14980,1950-08-21,1498
14990,1938-04-15,1499
15000,1972-12-28,1500
15010,1969-07-01,1501
15020,2012-09-04,1502
15030,2002-03-05,1503
15040,2015-07-26,1504
15050,1904-06-01,1505
15060,1982-08-27,1506
15070,1988-10-08,1507
15080,1947-11-26,1508
15090,1946-12-17,1509
15100,1980-08-04,1510
15110,1994-11-03,1511
15120,1950-03-15,1512
15130,1979-11-07,1513
15140,1935-09-27,1514
15150,1991-08-02,1515
15160,1973-01-09,1516
15170,2014-06-03,1517
15180,1962-02-22,1518
15190,1984-06-21,1519
15200,1987-09-04,1520
15210,1954-01-10,1521
15220,1935-05-11,1522
15230,1991-08-21,1523
15240,2005-03-09,1524
15250,1991-07-14,1525
15260,1970-04-11,1526
15270,1921-06-03,1527
15280,1910-11-16,1528
15290,1931-05-28,1529
15300,2013-03-13,1530
15310,1948-12-21,1531
15320,1925-07-27,1532
15330,1936-12-19,1533
15340,1923-05-27,1534
15350,1973-10-06,1535
15360,1940-11-29,1536
15370,1982-03-05,1537
15380,1971-11-02,1538
15390,2014-04-13,1539
15400,1933-03-13,1540
15410,1960-06-13,1541
15420,2002-07-13,1542
15430,1969-10-27,1543
15440,2003-05-21,1544
15450,1956-03-16,1545
15460,2013-06-04,1546
15470,2001-06-12,1547
15480,1905-12-07,1548
15490,1927-10-31,1549
15500,2007-08-15,1550
15510,2013-02-10,1551
15520,1960-11-25,1552
15530,1941-02-12,1553
15540,1991-09-23,1554
15550,1990-07-10,1555
15560,1971-11-14,1556
15570,2006-07-25,1557
15580,1937-05-23,1558
15590,2000-04-07,1559
15600,1953-08-27,1560
15610,1978-05-13,1561
15620,1960-11-10,1562
15630,1971-07-01,1563
15640,1968-07-25,1564
15650,1930-01-23,1565
15660,1996-03-23,1566
15670,1955-01-22,1567
15680,1944-12-06,1568
15690,1998-06-14,1569
15700,1994-02-14,1570
15710,2017-10-27,1571
15720,1942-07-18,1572
15730,1966-04-04,1573
15740,1980-05-14,1574
15750,1961-05-31,1575
15760,2019-06-01,1576
15770,2008-08-04,1577
15780,1926-12-22,1578
15790,1989-01-02,1579
15800,1931-05-05,1580
15810,1948-11-28,1581
15820,1999-10-16,1582
15830,1987-06-16,1583
15840,2013-04-19,1584
15850,2006-10-16,1585
15860,2000-07-12,1586
15870,1984-11-30,1587
15880,1921-09-17,1588
15890,2019-09-12,1589
15900,1936-07-07,1590
15910,1954-11-22,1591
15920,1928-08-22,1592
15930,1964-09-14,1593
15940,1976-01-26,1594
15950,1974-12-03,1595
15960,1966-08-15,1596
15970,1912-11-17,1597
15980,1927-08-09,1598
15990,1926-12-17,1599
16000,2006-03-11,1600
16010,1919-10-10,1601
16020,1970-01-18,1602
16030,2019-12-09,1603
16040,1939-03-23,1604
16050,2001-09-17,1605
16060,1983-05-11,1606
16070,2011-04-06,1607
16080,1987-07-17,1608
16090,1976-04-27,1609
16100,1994-08-16,1610
16110,1974-09-16,1611
16120,1956-09-13,1612
16130,1976-01-21,1613
16140,2001-05-03,1614
16150,2010-08-03,1615
16160,1962-03-10,1616
16170,1930-11-28,1617
16180,1948-04-05,1618
16190,2015-01-05,1619
16200,1908-01-03,1620
16210,1936-09-15,1621
16220,1917-08-15,1622
16230,1940-11-28,1623
16240,1941-08-03,1624
16250,1916-07-30,1625
16260,1932-09-09,1626
16270,2006-04-03,1627
16280,1956-09-30,1628
16290,1908-02-09,1629
16300,1910-02-23,1630
16310,1965-02-25,1631
16320,1950-06-09,1632
16330,1930-07-05,1633
16340,1915-02-06,1634
16350,1975-03-01,1635
16360,1921-10-26,1636
16370,1981-01-31,1637
16380,1935-06-14,1638
16390,1915-03-16,1639
16400,1940-04-15,1640
16410,1937-06-24,1641
16420,2012-06-13,1642
16430,1915-11-02,1643
16440,2009-06-21,1644
16450,1915-12-27,1645
16460,1987-08-11,1646
16470,1916-04-28,1647
16480,1994-09-02,1648
16490,1913-10-04,1649
16500,2018-04-24,1650
16510,2004-07-23,1651
16520,1907-11-15,1652
16530,1907-01-24,1653
16540,1970-11-04,1654
16550,1956-06-09,1655
16560,2002-04-07,1656
16570,1911-08-03,1657
16580,1988-07-19,1658
16590,2018-05-07,1659
16600,1971-10-19,1660
16610,1964-04-04,1661
16620,1912-11-30,1662
16630,1945-07-16,1663
16640,1995-05-09,1664
16650,2019-06-24,1665
16660,1979-01-31,1666
16670,1922-10-01,1667
16680,1979-10-29,1668
16690,1920-11-08,1669
16700,1987-04-12,1670
16710,1974-04-23,1671
16720,1914-08-07,1672
16730,1967-12-10,1673
16740,1924-07-03,1674
16750,2017-02-02,1675
16760,1998-01-16,1676
16770,1986-11-07,1677
16780,1918-01-25,1678
16790,1981-03-19,1679
16800,1933-10-25,1680
16810,1981-02-24,1681
16820,1935-12-14,1682
16830,1907-04-10,1683
16840,1918-06-04,1684
16850,1937-01-31,1685
16860,1924-11-13,1686
16870,1985-11-23,1687
16880,1964-07-15,1688
16890,2014-07-20,1689
16900,1918-02-08,1690
16910,1969-04-15,1691
16920,2008-06-22,1692
16930,1988-11-21,1693
16940,1922-08-21,1694
16950,2008-11-15,1695
16960,1906-03-25,1696
16970,1955-07-23,1697
16980,2000-04-03,1698
16990,1957-01-31,1699
17000,1917-03-02,1700
17010,2016-02-03,1701
17020,1956-03-21,1702
17030,1961-01-08,1703
17040,1949-04-11,1704
17050,1978-02-28,1705
17060,1927-07-10,1706
17070,1964-10-31,1707
17080,1991-01-19,1708
17090,2009-03-29,1709
17100,1973-08-18,1710
17110,1978-06-13,1711
17120,1996-05-07,1712
17130,1960-03-14,1713
17140,1991-06-02,1714
17150,1969-02-16,1715
17160,1942-04-06,1716
17170,1997-08-12,1717
17180,1950-01-19,1718
17190,2018-02-28,1719
17200,1942-08-17,1720
17210,1942-03-18,1721
17220,1949-01-17,1722
17230,1909-09-28,1723
17240,1961-05-24,1724
17250,1981-05-08,1725
17260,1909-11-27,1726
17270,1918-03-30,1727
17280,1962-12-31,1728
17290,1918-12-06,1729
17300,1929-06-06,1730
17310,1930-07-04,1731
17320,1966-03-29,1732
17330,1988-02-22,1733
17340,1949-01-01,1734
17350,1997-07-18,1735
17360,1992-11-01,1736
17370,1934-07-30,1737
17380,1972-09-01,1738
17390,1945-02-28,1739
17400,1921-04-27,1740
17410,1911-04-21,1741
17420,1976-04-16,1742
17430,1911-01-17,1743
17440,1935-10-07,1744
17450,1979-07-22,1745
17460,1919-06-06,1746
17470,1920-11-16,1747
17480,1991-04-08,1748
17490,2003-04-11,1749
17500,2010-01-20,1750
17510,1979-10-06,1751
17520,1908-09-30,1752
17530,1962-03-28,1753
17540,1931-11-15,1754
17550,1949-02-01,1755
17560,1971-12-28,1756
17570,1983-11-20,1757
17580,2015-12-08,1758
17590,1941-10-19,1759
17600,1949-01-09,1760
17610,1960-04-03,1761
17620,1938-12-09,1762
17630,1984-08-15,1763
17640,2016-04-24,1764
17650,1943-03-14,1765
17660,1922-06-20,1766
17670,1994-02-04,1767
17680,1968-05-09,1768
17690,1966-10-23,1769
17700,1958-12-10,1770
17710,1956-01-30,1771
17720,1906-07-09,1772
17730,1979-01-26,1773
17740,1931-04-02,1774
17750,1928-07-16,1775
17760,1965-04-29,1776
17770,1989-08-09,1777
17780,2004-10-28,1778
17790,1989-07-08,1779
17800,2006-10-06,1780
17810,1959-10-04,1781
17820,1990-07-21,1782
17830,1989-08-29,1783
17840,1959-10-22,1784
17850,2001-01-12,1785
17860,1950-03-12,1786
17870,1982-08-11,1787
17880,1958-07-16,1788
17890,1954-10-23,1789
17900,1920-09-18,1790
17910,1946-07-26,1791
17920,1959-02-15,1792
17930,1919-03-19,1793
17940,1905-07-23,1794
17950,1965-09-30,1795
17960,1927-01-28,1796
17970,1933-06-27,1797
17980,1995-11-13,1798
17990,1909-11-20,1799
18000,2008-05-15,1800
18010,1998-01-14,1801
18020,1909-10-20,1802
18030,1915-01-02,1803
18040,2008-09-28,1804
18050,1980-12-30,1805
18060,1969-07-24,1806
18070,1976-08-11,1807
18080,2004-01-20,1808
18090,1975-08-24,1809
18100,1912-02-13,1810
18110,1917-04-09,1811
18120,1977-12-03,1812
18130,1935-08-05,1813
18140,1997-04-05,1814
18150,1974-01-28,1815
18160,1944-12-21,1816
18170,1909-06-27,1817
18180,2009-06-21,1818
18190,1960-09-20,1819
18200,2010-01-09,1820
18210,1968-03-04,1821
18220,2020-03-07,1822
18230,1992-03-25,1823
18240,1942-08-04,1824
18250,2020-02-09,1825
18260,1926-04-02,1826
18270,1994-02-22,1827
18280,2006-07-30,1828
18290,1929-04-07,1829
18300,1910-05-16,1830
18310,1926-07-11,1831
18320,1980-04-28,1832
18330,2019-04-09,1833
18340,1958-02-12,1834
18350,1968-04-25,1835
18360,1926-02-09,1836
18370,1940-07-03,1837
18380,1922-09-20,1838
18390,1916-12-05,1839
18400,1953-03-01,1840
18410,2013-04-19,1841
18420,1992-08-05,1842
18430,2011-02-15,1843
18440,1925-03-07,1844
18450,1983-12-01,1845
18460,1930-12-29,1846
18470,1961-08-19,1847
18480,1933-12-23,1848
18490,1937-10-27,1849
18500,1909-11-21,1850
18510,2016-10-25,1851
18520,1984-01-16,1852
18530,2013-02-23,1853
18540,1953-02-18,1854
18550,1905-09-30,1855
18560,1958-12-27,1856
18570,1984-05-03,1857
18580,2008-12-15,1858
18590,2013-06-03,1859
18600,1970-08-28,1860
18610,2009-07-31,1861
18620,1994-12-16,1862
18630,2002-09-09,1863
18640,1977-03-01,1864
18650,1938-05-04,1865
18660,2009-08-20,1866
18670,1999-07-30,1867
18680,2012-05-01,1868
18690,2001-01-10,1869
18700,1920-05-17,1870
18710,1940-07-22,1871
18720,1910-04-21,1872
18730,1931-10-14,1873
18740,1908-11-29,1874
18750,1974-11-12,1875
18760,1909-04-25,1876
18770,2006-04-08,1877
18780,1966-05-13,1878
18790,1960-04-18,1879
18800,1910-12-30,1880
18810,1976-09-02,1881
18820,1956-07-22,1882
18830,1929-01-06,1883
18840,1929-06-03,1884
18850,1991-09-04,1885
18860,1959-09-24,1886
18870,1958-03-31,1887
18880,1937-01-07,1888
18890,2018-10-24,1889
18900,1980-05-13,1890
18910,1932-03-08,1891
18920,1984-04-08,1892
18930,1990-02-03,1893
18940,1926-04-16,1894
18950,1972-09-29,1895
18960,1952-06-27,1896
18970,1968-01-03,1897
18980,1982-03-17,1898
18990,1944-12-29,1899
19000,1936-09-22,1900
19010,1953-10-13,1901
19020,1985-04-28,1902
19030,1906-01-07,1903
19040,1921-10-13,1904
19050,1964-07-02,1905
19060,2008-04-06,1906
19070,1951-08-28,1907
19080,1943-07-04,1908
19090,1978-04-01,1909
19100,2003-12-27,1910
19110,1930-11-28,1911
19120,1994-08-30,1912
19130,1946-08-25,1913
19140,1963-10-07,1914
19150,1927-09-20,1915
19160,1990-04-20,1916
19170,1920-08-03,1917
19180,1939-12-07,1918
19190,1996-09-04,1919
19200,1991-12-22,1920
19210,1914-12-24,1921
19220,1961-11-11,1922
19230,1998-12-03,1923
19240,2016-10-17,1924
19250,1988-11-15,1925
19260,1908-09-17,1926
19270,1907-09-03,1927
19280,2020-03-30,1928
19290,1925-03-02,1929
19300,2008-03-08,1930
19310,1990-11-22,1931
19320,1927-05-22,1932
19330,2010-09-30,1933
19340,1929-09-14,1934
19350,1960-01-05,1935
19360,1990-11-08,1936
19370,1972-06-19,1937
19380,1967-07-21,1938
19390,1949-08-15,1939
19400,1913-08-24,1940
19410,1934-06-05,1941
19420,1959-02-11,1942
19430,1954-03-12,1943
19440,1926-12-05,1944
19450,1942-08-27,1945
19460,1921-12-12,1946
19470,1977-09-22,1947
19480,1992-01-31,1948
19490,1924-09-03,1949
19500,1925-10-20,1950
19510,1914-03-12,1951
19520,1974-11-06,1952
19530,2002-11-13,1953
19540,1940-06-13,1954
19550,1978-11-17,1955
19560,1967-01-30,1956
19570,1978-12-17,1957
19580,1966-08-01,1958
19590,1972-03-03,1959
19600,1999-03-05,1960
19610,1937-05-14,1961
19620,1942-02-25,1962
19630,1931-01-07,1963
19640,1913-02-24,1964
19650,2019-03-28,1965
19660,1922-04-19,1966
19670,2000-12-13,1967
19680,1928-02-26,1968
19690,2000-12-02,1969
19700,1994-12-24,1970
19710,2009-09-14,1971
19720,1963-04-11,1972
19730,1920-06-13,1973
19740,2012-12-06,1974
19750,1961-09-03,1975
19760,1976-02-05,1976
19770,1930-11-05,1977
19780,1934-09-20,1978
19790,2004-11-17,1979
19800,1974-09-18,1980
19810,1974-05-08,1981
19820,2001-09-21,1982
19830,2005-02-26,1983
19840,1909-09-26,1984
19850,1941-11-11,1985
19860,1994-04-24,1986
19870,1956-05-18,1987
19880,2017-03-13,1988
19890,1924-07-17,1989
19900,2000-10-12,1990
19910,1942-01-07,1991
19920,1913-11-26,1992
19930,1990-12-24,1993
19940,1984-04-10,1994
19950,1966-07-15,1995
19960,1997-04-11,1996
19970,1922-02-27,1997
19980,2002-11-09,1998
19990,1958-11-02,1999
20000,1932-06-12,2000
20010,1984-09-18,2001
20020,1945-08-19,2002
20030,1927-11-07,2003
20040,1993-03-30,2004
20050,1917-08-01,2005
20060,1989-10-05,2006
20070,1963-05-12,2007
20080,1951-08-24,2008
20090,1969-10-28,2009
20100,2001-03-14,2010
20110,1934-06-12,2011
20120,2002-11-19,2012
20130,1980-03-31,2013
20140,1971-10-08,2014
20150,1939-11-11,2015
20160,2000-05-18,2016
20170,2016-06-23,2017
20180,1947-08-13,2018
20190,1929-05-05,2019
20200,2001-08-16,2020
20210,1996-10-24,2021
20220,1980-08-22,2022
20230,1974-11-27,2023
20240,1978-03-22,2024
20250,1976-03-14,2025
20260,1935-11-05,2026
20270,1910-03-01,2027
20280,1913-07-05,2028
20290,1942-06-08,2029
20300,1955-01-17,2030
20310,2010-11-07,2031
20320,2015-01-12,2032
20330,1938-02-11,2033
20340,1958-05-12,2034
20350,1961-12-26,2035
20360,1926-10-18,2036
20370,1965-07-30,2037
20380,1983-02-13,2038
20390,1924-01-15,2039
20400,2008-03-01,2040
20410,1985-07-23,2041
20420,1981-06-09,2042
20430,1920-08-05,2043
20440,1936-02-22,2044
20450,1912-06-14,2045
20460,1968-09-09,2046
20470,1990-04-04,2047
20480,1988-11-11,2048
20490,1906-04-02,2049
20500,1975-02-26,2050
20510,1946-12-08,2051
