labname,size_student,size_staff,labdept
1258,39,47,Antigua
1259,66,20,Cyprus
1260,74,6,Costa Rica
1261,80,49,Korea South
1262,6,37,Ecuador
1263,99,50,Antigua
1264,6,1,Cyprus
1265,67,50,Angola
1266,10,36,United States
1267,61,20,Albania
1268,46,21,Angola
1269,43,13,Ecuador
1270,91,35,Czech
1271,83,37,Germany
1272,46,43,Dominica
1273,29,7,Afghanistan
1274,75,21,United Kingdom
1275,96,27,Algeria
1276,62,40,Angola
1277,11,48,Algeria
1278,87,1,East Timor
1279,96,3,Djibouti
1280,31,13,Egypt
1281,16,25,Comoros
1282,44,22,Djibouti
1283,23,2,France
1284,32,19,Angola
1285,66,50,Dominican Republic
1286,75,38,Angola
1287,69,41,Argentina
1288,47,29,Andorra
1289,43,21,United Kingdom
1290,26,46,Colombia
1291,69,43,Angola
1292,44,15,Georgia
1293,25,44,Cuba
1294,39,9,Egypt
1295,12,39,Denmark
1296,39,13,Gambia
1297,32,8,Dominica
1298,38,12,Korea South
1299,71,39,China
1300,43,35,Korea South
1301,41,15,Angola
1302,75,27,Afghanistan
1303,20,15,Djibouti
1304,8,50,Cuba
1305,100,42,Angola
1306,5,36,Comoros
1307,89,40,Cyprus
1308,55,28,East Timor
1309,54,42,Croatia
1310,33,9,Republic
1311,35,36,Egypt
1312,14,30,Gambia
1313,1,29,France
1314,73,10,Denmark
1315,32,8,Argentina
1316,3,50,Egypt
1317,84,14,Angola
1318,41,50,Congo
1319,41,17,Denmark
1320,22,1,Gambia
1321,37,47,Czech
1322,10,46,France
1323,80,18,Cyprus
1324,71,1,Congo
1325,23,36,Japan
1326,61,22,Cuba
1327,43,34,United Kingdom
1328,49,10,Korea South
1329,27,2,Italy
1330,49,10,Angola
1331,71,42,Croatia
1332,36,42,United Kingdom
1333,74,41,Ireland
1334,45,29,Japan
1335,99,41,Republic
1336,22,36,Croatia
1337,28,3,Angola
1338,7,33,Albania
1339,91,50,Korea South
1340,59,7,Congo
1341,23,5,East Timor
1342,64,17,Gabon
1343,1,21,Denmark
1344,2,5,Dominican Republic
1345,6,16,Ecuador
1346,34,16,United States
1347,18,23,Cyprus
1348,20,25,Gambia
1349,79,5,Cuba
1350,53,32,Angola
1351,39,30,Albania
1352,46,5,Republic
1353,79,14,Croatia
1354,91,13,Comoros
1355,23,3,Andorra
1356,1,28,Denmark
1357,26,15,Denmark
1358,45,38,Gambia
1359,18,6,Dominican Republic
1360,92,18,Antigua
1361,57,2,Czech
1362,31,11,Dominican Republic
1363,13,12,Georgia
1364,58,39,Angola
1365,75,39,United States
1366,63,39,Algeria
1367,63,3,Georgia
1368,76,29,Korea South
1369,36,47,Republic
1370,66,18,Comoros
1371,53,12,Gabon
1372,28,38,Albania
1373,46,3,France
1374,49,49,Japan
1375,26,49,Angola
1376,82,12,Czech
1377,42,5,Colombia
1378,11,33,Albania
1379,33,19,Angola
1380,5,7,Afghanistan
1381,41,20,Korea South
1382,77,21,Algeria
1383,36,29,Czech
1384,68,13,Italy
1385,91,35,Denmark
1386,82,49,Denmark
1387,41,8,Ecuador
1388,66,23,United States
1389,26,32,Costa Rica
1390,5,36,Egypt
1391,96,22,Ecuador
1392,64,27,Ecuador
1393,14,24,Comoros
1394,72,10,Congo
1395,63,40,France
1396,20,48,Egypt
1397,32,4,Algeria
1398,53,11,Croatia
1399,44,2,Ireland
1400,75,17,East Timor
1401,74,21,Albania
1402,4,2,Cyprus
1403,98,12,Albania
1404,82,41,Costa Rica
1405,19,14,China
1406,85,50,Cyprus
1407,17,22,Gabon
1408,98,2,Denmark
1409,22,36,Antigua
1410,88,17,Korea South
1411,5,50,Argentina
1412,68,39,Cyprus
1413,62,4,Ecuador
1414,30,31,France
1415,41,25,Afghanistan
1416,1,28,Argentina
1417,63,33,Germany
1418,62,47,Germany
1419,68,10,Korea South
1420,53,5,France
1421,57,41,France
1422,91,34,Czech
1423,81,10,France
1424,28,21,Angola
1425,68,7,Czech
1426,27,45,Dominica
1427,53,28,United States
1428,65,21,Cyprus
1429,60,34,France
1430,23,44,Denmark
1431,15,15,China
1432,73,9,United Kingdom
1433,24,33,Gabon
1434,46,32,Cyprus
1435,77,21,Ecuador
1436,12,32,Djibouti
1437,19,3,Afghanistan
1438,37,13,Colombia
1439,92,4,Czech
1440,40,26,China
1441,4,8,France
1442,44,7,East Timor
1443,1,31,Czech
1444,88,18,Argentina
1445,2,28,United Kingdom
1446,28,7,Gabon
1447,72,17,Congo
1448,16,1,Djibouti
1449,82,25,Republic
1450,45,49,Gabon
1451,56,22,East Timor
1452,28,33,Argentina
1453,6,19,East Timor
1454,35,37,China
1455,88,12,Angola
1456,4,44,Angola
1457,91,11,Afghanistan
1458,88,16,Colombia
1459,25,44,Colombia
1460,3,47,Cuba
1461,86,37,Cyprus
1462,19,1,Republic
1463,92,4,Georgia
1464,64,48,Germany
1465,56,46,East Timor
1466,10,45,Denmark
1467,78,33,Ecuador
1468,68,6,Ireland
1469,91,36,Cyprus
1470,13,1,Dominica
1471,100,32,United Kingdom
1472,10,15,Cyprus
1473,49,32,Afghanistan
1474,70,13,Korea South
1475,2,43,Republic
1476,11,49,Antigua
1477,47,20,Comoros
1478,33,8,Argentina
1479,48,39,Germany
1480,22,49,Antigua
1481,46,48,Comoros
1482,80,3,Antigua
1483,95,15,Germany
1484,14,23,Czech
1485,3,42,Algeria
1486,83,4,Algeria
1487,89,31,China
1488,30,42,France
1489,81,20,Djibouti
1490,33,33,Gambia
1491,77,30,Costa Rica
1492,76,29,Afghanistan
1493,65,14,Japan
1494,80,31,Albania
1495,34,24,Egypt
1496,4,9,Ireland
1497,43,14,Ireland
1498,33,38,Dominica
1499,56,40,Costa Rica
1500,10,11,Comoros
1501,72,29,Ireland
1502,98,30,Japan
1503,45,32,Germany
1504,16,18,Antigua
1505,44,23,Czech
1506,20,4,Gambia
1507,44,5,Costa Rica
1508,75,49,Croatia
1509,67,23,Antigua
1510,45,37,Egypt
1511,54,27,Dominican Republic
1512,19,23,China
1513,76,11,Czech
1514,99,23,Ireland
1515,95,15,Georgia
1516,25,24,Germany
1517,53,40,Republic
1518,54,21,China
1519,23,30,Colombia
1520,60,15,Germany
1521,91,5,France
1522,14,16,China
1523,8,45,Cuba
1524,84,46,Albania
1525,32,11,Italy
1526,39,10,Georgia
1527,19,15,Angola
1528,40,45,Dominican Republic
1529,47,24,Algeria
1530,98,14,Ecuador
1531,68,4,Djibouti
1532,96,3,Denmark
1533,14,42,Ireland
1534,25,28,United States
1535,84,33,Algeria
1536,39,34,Angola
1537,70,4,Afghanistan
1538,26,28,Ireland
1539,62,29,United Kingdom
1540,38,20,China
1541,96,12,Andorra
1542,57,47,Japan
1543,30,17,Antigua
1544,9,2,Afghanistan
1545,2,31,Gambia
1546,30,39,Gambia
1547,52,22,Germany
1548,15,46,Colombia
1549,77,36,Dominican Republic
1550,93,42,Afghanistan
1551,49,47,East Timor
1552,31,42,Georgia
1553,62,44,Dominica
1554,58,13,Japan
1555,98,13,East Timor
1556,60,10,Egypt
1557,23,6,Germany
1558,4,20,Ecuador
1559,95,32,Czech
1560,44,19,Antigua
1561,19,38,Afghanistan
1562,77,30,Denmark
1563,30,10,Georgia
1564,29,34,Egypt
1565,34,19,Antigua
1566,42,14,Korea South
1567,42,1,Ireland
1568,57,46,Republic
1569,40,11,Andorra
1570,3,24,Afghanistan
1571,9,29,Gambia
1572,88,17,Congo
1573,40,48,Algeria
1574,26,16,Italy
1575,22,33,United States
1576,48,42,Cyprus
1577,67,34,United States
1578,82,30,France
1579,51,44,Dominican Republic
1580,89,41,Albania
1581,42,13,Djibouti
1582,62,6,East Timor
1583,79,2,Republic
1584,14,8,Afghanistan
1585,10,18,Djibouti
1586,64,47,Congo
1587,27,40,Ecuador
1588,49,16,Gabon
1589,35,31,Japan
1590,75,3,Andorra
1591,32,31,Egypt
1592,75,31,Egypt
1593,61,26,Gabon
1594,2,24,Ecuador
1595,45,7,Antigua
1596,49,1,Ireland
1597,4,23,France
1598,92,45,Germany
1599,84,7,Djibouti
1600,61,13,Czech
1601,50,34,East Timor
1602,34,37,East Timor
1603,17,12,Djibouti
1604,30,31,Algeria
1605,24,5,Comoros
1606,35,2,Angola
1607,92,15,Comoros
1608,69,39,Dominica
1609,73,12,Cuba
1610,31,39,United Kingdom
1611,37,10,Costa Rica
1612,35,50,Egypt
1613,13,40,Colombia
1614,89,38,Czech
1615,68,37,Gambia
1616,15,47,Argentina
1617,98,6,Denmark
1618,63,9,Argentina
1619,10,31,Argentina
1620,44,36,Denmark
1621,66,17,Dominica
1622,96,43,Costa Rica
1623,85,23,Costa Rica
1624,76,33,China
1625,17,21,Cuba
1626,20,9,Andorra
1627,17,23,Egypt
1628,57,37,United States
1629,72,20,Cuba
1630,43,20,Congo
1631,65,14,China
1632,25,12,China
1633,86,40,Algeria
1634,10,24,Dominica
1635,66,28,Ecuador
1636,20,46,Korea South
1637,77,10,France
1638,100,49,Germany
1639,18,29,Colombia
1640,12,17,Andorra
1641,44,36,Cuba
1642,84,35,Cuba
1643,77,40,Andorra
1644,17,41,Angola
1645,36,30,Ecuador
1646,19,33,Cyprus
1647,70,10,Gabon
1648,92,11,Denmark
1649,99,22,Colombia
1650,30,24,Dominica
1651,66,30,Angola
1652,60,38,Gambia
1653,7,7,Georgia
1654,91,37,Georgia
1655,50,43,China
1656,35,48,United Kingdom
1657,3,27,East Timor
1658,27,6,Algeria
1659,15,37,Ecuador
1660,47,47,Costa Rica
1661,73,8,France
1662,71,5,China
1663,11,31,Ecuador
1664,48,19,Albania
1665,40,8,France
1666,20,14,Japan
1667,87,38,Argentina
1668,84,43,Cuba
1669,65,33,Italy
1670,17,22,Algeria
1671,81,18,Denmark
1672,7,44,China
1673,41,12,Algeria
1674,95,7,Croatia
1675,26,25,Gambia
1676,14,45,Albania
1677,77,6,Georgia
1678,3,35,Czech
1679,85,45,Comoros
1680,3,47,East Timor
1681,26,26,Egypt
1682,10,36,Ecuador
1683,58,23,Colombia
1684,31,8,Ecuador
1685,13,11,East Timor
1686,69,7,United Kingdom
1687,41,10,United States
1688,48,28,Gambia
1689,12,21,Cyprus
1690,72,47,Cyprus
1691,83,5,Dominica
1692,20,35,Costa Rica
1693,49,4,Dominican Republic
1694,96,6,Ireland
1695,100,21,France
1696,16,13,France
1697,35,43,Korea South
1698,84,49,Ecuador
1699,46,43,Afghanistan
1700,10,28,Dominican Republic
1701,10,21,East Timor
1702,93,24,Algeria
1703,13,10,Dominica
1704,58,47,Argentina
1705,96,5,Andorra
1706,78,10,Gambia
1707,81,19,Dominica
1708,52,45,China
1709,19,3,Germany
1710,24,22,Algeria
1711,96,18,Japan
1712,74,46,Italy
1713,58,5,Algeria
1714,33,3,Gabon
1715,20,42,Egypt
1716,81,18,Ecuador
1717,52,19,Albania
1718,19,48,Georgia
1719,82,44,Republic
1720,21,26,Andorra
1721,37,37,Ireland
1722,79,46,Georgia
1723,63,3,Georgia
1724,37,23,Cyprus
1725,5,27,Georgia
1726,46,29,Republic
1727,14,14,Cuba
1728,24,7,Croatia
1729,17,17,Dominica
1730,40,22,Djibouti
1731,45,48,Japan
1732,11,11,Croatia
1733,47,32,Gambia
1734,86,34,Cyprus
1735,58,32,Japan
1736,64,44,Egypt
1737,77,42,United States
1738,22,14,France
1739,63,30,Georgia
1740,20,16,Angola
1741,25,8,Republic
1742,27,7,Korea South
1743,89,41,Andorra
1744,71,34,Ireland
1745,56,18,Korea South
1746,95,22,Ireland
1747,27,21,Egypt
1748,80,25,Andorra
1749,21,3,Croatia
1750,46,19,Andorra
1751,31,11,Czech
1752,1,5,Antigua
1753,98,14,Gambia
1754,70,13,Japan
1755,3,45,Cuba
1756,65,4,East Timor
1757,17,2,Egypt
1758,80,10,Colombia
1759,33,17,Cuba
1760,32,42,Japan
1761,76,29,Angola
1762,24,34,Angola
1763,30,14,Costa Rica
1764,66,37,Angola
1765,14,26,Georgia
1766,30,27,Colombia
1767,14,6,Cyprus
1768,29,15,Costa Rica
1769,40,45,Korea South
1770,79,33,Costa Rica
1771,84,12,France
1772,24,36,United Kingdom
1773,83,39,Andorra
1774,31,30,Algeria
1775,17,20,Costa Rica
1776,50,17,Colombia
1777,45,14,Republic
1778,98,14,Congo
1779,92,35,Dominica
1780,23,4,Germany
1781,1,45,Afghanistan
1782,21,32,Argentina
1783,1,42,Gambia
1784,88,45,Ecuador
1785,35,28,Andorra
1786,14,37,Albania
1787,96,44,Egypt
1788,74,39,Costa Rica
1789,14,35,Dominica
1790,7,45,Colombia
1791,68,26,Croatia
1792,18,30,Croatia
1793,58,46,Algeria
1794,14,36,Gambia
1795,61,9,Andorra
1796,61,41,Afghanistan
1797,78,31,Algeria
1798,30,47,Albania
1799,89,9,Cuba
1800,77,19,Ireland
1801,8,17,Andorra
1802,74,27,Germany
1803,62,10,Gambia
1804,10,24,China
1805,48,46,Antigua
1806,42,50,Croatia
1807,96,7,Dominica
1808,28,35,Gabon
1809,89,35,France
1810,84,10,Cuba
1811,69,11,Italy
1812,38,28,Andorra
1813,81,2,United States
1814,19,31,Japan
1815,13,10,Denmark
1816,45,26,Italy
1817,90,14,Cuba
1818,67,31,United States
1819,33,36,Ecuador
1820,19,33,Andorra
1821,98,5,Gambia
1822,99,38,Afghanistan
1823,12,45,United States
1824,81,8,Andorra
1825,70,36,United Kingdom
1826,69,21,Cyprus
1827,80,28,Albania
1828,4,11,Dominica
1829,79,44,Gambia
1830,76,29,Albania
1831,9,37,Argentina
1832,31,36,Costa Rica
1833,13,19,Afghanistan
1834,41,25,Germany
1835,42,32,Japan
1836,81,40,Antigua
1837,34,43,China
1838,67,4,Angola
1839,40,24,Congo
1840,8,31,Congo
1841,9,26,Dominica
1842,80,1,Dominica
1843,31,39,Gabon
1844,41,46,China
1845,2,5,Denmark
1846,1,18,Cuba
1847,29,6,Japan
1848,67,20,Cyprus
1849,43,28,Algeria
1850,98,30,Egypt
1851,44,45,Ireland
1852,16,47,Comoros
1853,88,38,Ireland
1854,76,47,Angola
1855,74,21,France
1856,64,28,Georgia
1857,95,28,Republic
1858,96,23,Congo
1859,87,8,Albania
1860,42,44,Georgia
1861,84,17,Republic
1862,67,45,United Kingdom
1863,13,16,Congo
1864,75,1,Italy
1865,17,31,Korea South
1866,52,7,Algeria
1867,17,9,Ecuador
1868,37,40,Czech
1869,19,19,Ireland
1870,73,22,Ecuador
1871,60,29,United Kingdom
1872,58,6,Gambia
1873,86,26,Germany
1874,50,45,Egypt
1875,82,24,Cyprus
1876,96,16,Gabon
1877,1,26,Georgia
1878,82,36,Japan
1879,40,41,United Kingdom
1880,86,42,Antigua
1881,31,27,Costa Rica
1882,34,18,Ecuador
1883,20,16,Germany
1884,63,26,China
1885,78,24,China
1886,2,34,Cuba
1887,81,9,Comoros
1888,1,4,Egypt
1889,90,24,Dominica
1890,78,47,Cuba
1891,87,42,China
1892,5,17,Andorra
1893,56,2,Costa Rica
1894,1,11,Costa Rica
1895,25,30,United States
1896,82,38,China
1897,72,48,Italy
1898,1,50,Germany
1899,85,25,Ireland
1900,33,5,Italy
1901,99,18,Dominica
1902,41,31,Argentina
1903,20,19,Korea South
1904,44,47,Japan
1905,46,16,Georgia
1906,19,47,Republic
1907,21,32,Andorra
1908,30,4,Georgia
1909,21,9,Czech
1910,38,34,Egypt
1911,42,43,Cuba
1912,16,21,Colombia
1913,100,12,Argentina
1914,60,9,Afghanistan
1915,64,18,Ecuador
1916,11,44,Algeria
1917,9,35,Antigua
1918,47,39,China
1919,34,23,Andorra
1920,75,20,Germany
1921,18,21,Croatia
1922,85,12,Gambia
1923,70,33,Georgia
1924,61,19,Egypt
1925,21,13,Congo
1926,38,34,Djibouti
1927,57,3,Congo
1928,7,5,Republic
1929,18,32,China
1930,64,37,United States
1931,11,24,Angola
1932,58,36,Afghanistan
1933,6,41,Congo
1934,41,45,Antigua
1935,60,31,Cyprus
1936,89,14,Gambia
1937,45,18,United States
1938,94,50,Djibouti
1939,53,16,United Kingdom
1940,35,19,Italy
1941,70,13,Republic
1942,71,47,United States
1943,58,46,France
1944,33,1,Ireland
1945,70,21,France
1946,26,23,France
1947,88,29,Ecuador
1948,75,14,Congo
1949,34,33,Italy
1950,94,27,United States
1951,65,50,Denmark
1952,72,11,Colombia
1953,46,46,Dominica
1954,74,40,Argentina
1955,3,11,Georgia
1956,72,47,Colombia
1957,73,25,Gambia
1958,9,17,Djibouti
1959,70,27,Dominican Republic
1960,44,12,Costa Rica
1961,60,15,Afghanistan
1962,52,10,United Kingdom
1963,77,13,Gambia
1964,58,8,Republic
1965,74,30,East Timor
1966,52,18,Croatia
1967,35,25,Comoros
1968,62,20,Georgia
1969,74,26,Ecuador
1970,56,14,Argentina
1971,65,42,Andorra
1972,62,31,Korea South
1973,41,46,Antigua
1974,47,22,Germany
1975,69,38,Gambia
1976,81,36,Cyprus
1977,63,20,Comoros
1978,40,39,Ecuador
1979,73,39,Korea South
1980,87,37,Gabon
1981,27,12,Afghanistan
1982,74,43,Gabon
1983,56,15,Congo
1984,16,13,Andorra
1985,66,30,Dominican Republic
1986,36,18,China
1987,63,18,Ecuador
1988,80,15,Italy
1989,34,35,Egypt
1990,89,44,Republic
1991,95,38,Dominica
1992,63,38,East Timor
1993,18,41,Costa Rica
1994,64,39,East Timor
1995,47,50,Ecuador
1996,15,17,Costa Rica
1997,10,17,United Kingdom
1998,54,39,Cuba
1999,78,10,Gambia
2000,65,17,Korea South
2001,77,19,Algeria
2002,36,13,Algeria
2003,77,42,Czech
2004,100,38,Germany
2005,90,12,Congo
2006,27,8,Ireland
2007,29,2,China
2008,1,4,Ireland
2009,43,3,Colombia
2010,3,42,Andorra
2011,38,15,United States
2012,40,32,China
2013,63,32,Ireland
2014,18,8,Gambia
2015,71,13,Albania
2016,96,11,Japan
2017,38,12,East Timor
2018,9,2,Germany
2019,86,20,Algeria
2020,34,20,Congo
2021,10,47,Albania
2022,92,31,Italy
2023,40,16,United States
2024,61,39,Albania
2025,80,43,East Timor
2026,24,1,Algeria
2027,61,31,United Kingdom
2028,42,27,Croatia
2029,72,7,Andorra
2030,32,11,Albania
2031,6,40,United States
2032,21,49,China
2033,14,24,United States
2034,71,38,Djibouti
2035,68,1,Egypt
2036,52,50,Congo
2037,22,23,Korea South
2038,76,13,Dominican Republic
2039,71,7,Egypt
2040,69,8,Croatia
2041,18,43,Afghanistan
2042,54,19,Republic
2043,74,24,United States
2044,57,43,Germany
2045,46,50,Ireland
2046,9,42,Afghanistan
2047,92,23,United Kingdom
2048,66,4,Republic
2049,61,33,Korea South
2050,96,20,Georgia
2051,94,4,Albania
2052,57,6,Congo
2053,45,9,Andorra
2054,60,26,Croatia
2055,78,22,Djibouti
2056,28,14,Czech
2057,30,32,Korea South
2058,69,39,Georgia
2059,37,22,Germany
2060,76,34,Korea South
2061,24,41,Congo
2062,84,36,Congo
2063,92,7,Gabon
2064,10,21,Antigua
2065,74,27,East Timor
2066,34,18,Germany
2067,55,5,Cuba
2068,71,31,Cyprus
2069,66,3,Angola
2070,84,27,Korea South
2071,22,13,Egypt
2072,84,28,Costa Rica
2073,82,42,France
2074,80,29,Andorra
2075,47,37,Egypt
2076,92,17,Andorra
2077,87,11,United States
2078,46,22,Gambia
2079,98,42,Algeria
2080,23,29,Egypt
2081,26,30,United Kingdom
2082,62,7,Korea South
2083,45,10,France
2084,98,20,Czech
2085,16,50,Afghanistan
2086,23,15,China
2087,13,49,Ecuador
2088,56,42,Congo
2089,64,23,Cyprus
2090,1,44,Albania
2091,67,39,Argentina
2092,9,7,Andorra
2093,44,5,Croatia
2094,19,26,Dominica
2095,14,9,Egypt
2096,72,7,Afghanistan
2097,35,1,East Timor
2098,39,42,Denmark
2099,88,48,Gabon
2100,16,5,Japan
2101,59,19,Denmark
2102,81,50,Egypt
2103,38,19,Comoros
2104,56,8,Dominican Republic
2105,66,24,Antigua
2106,2,20,Czech
2107,4,5,United Kingdom
2108,97,4,Colombia
2109,51,26,Gambia
2110,74,32,Argentina
2111,56,42,Antigua
2112,92,16,Albania
2113,26,43,Republic
2114,8,42,Argentina
2115,27,38,Cyprus
2116,19,43,Djibouti
2117,30,40,Republic
2118,100,28,Congo
2119,72,45,Georgia
2120,73,39,Dominican Republic
2121,24,28,Albania
2122,53,25,Afghanistan
2123,26,34,Algeria
2124,62,11,Cyprus
2125,67,21,Denmark
2126,77,18,Afghanistan
2127,75,4,Ecuador
2128,36,42,Ireland
2129,70,12,Antigua
2130,77,28,France
2131,95,46,Denmark
2132,10,47,Gabon
2133,74,20,Angola
2134,61,10,Congo
2135,62,7,Gabon
2136,77,35,Ireland
2137,83,37,Egypt
2138,75,31,Comoros
2139,99,44,Costa Rica
2140,28,42,Germany
2141,31,11,Cuba
2142,68,45,France
2143,98,30,Georgia
2144,6,24,Comoros
2145,59,16,Antigua
2146,40,37,Afghanistan
2147,13,48,Republic
2148,29,32,Antigua
2149,81,20,Angola
2150,86,2,Antigua
2151,12,24,Afghanistan
2152,71,37,Denmark
2153,89,34,Germany
2154,75,6,Andorra
2155,38,25,United States
2156,77,32,Japan
2157,88,43,East Timor
2158,65,33,Afghanistan
2159,68,19,Ireland
2160,28,35,Costa Rica
2161,11,23,Costa Rica
2162,39,27,Croatia
2163,21,3,Ireland
2164,74,12,Afghanistan
2165,92,46,Dominican Republic
2166,21,25,Congo
2167,100,42,United Kingdom
2168,56,39,East Timor
2169,95,6,Denmark
2170,27,9,United States
2171,17,42,Andorra
2172,77,50,Japan
2173,3,37,Angola
2174,33,17,Republic
2175,82,45,Afghanistan
2176,92,5,United States
2177,63,9,Algeria
2178,89,50,Afghanistan
2179,17,34,Djibouti
2180,68,22,Colombia
2181,3,47,Denmark
2182,35,5,Egypt
2183,61,29,Germany
2184,34,39,Antigua
2185,56,4,Denmark
2186,35,39,Georgia
2187,71,17,Cuba
2188,90,31,East Timor
2189,23,22,Colombia
2190,96,8,Angola
2191,56,35,Albania
2192,49,38,Andorra
2193,33,25,Egypt
2194,58,45,Japan
2195,16,32,Denmark
2196,14,45,Republic
2197,13,6,Algeria
2198,44,27,Antigua
2199,5,28,Germany
2200,1,5,Afghanistan
2201,90,24,Egypt
2202,84,32,Albania
2203,40,43,Dominican Republic
2204,13,21,France
2205,71,14,Afghanistan
2206,93,48,Japan
2207,41,15,Ireland
2208,12,24,Colombia
2209,77,27,Egypt
2210,41,8,Comoros
2211,19,34,Cyprus
2212,67,28,United Kingdom
2213,46,39,Gambia
2214,18,21,United States
2215,61,25,Republic
2216,31,39,Cuba
2217,81,9,Angola
2218,47,18,Angola
2219,60,19,Japan
2220,2,48,Croatia
2221,40,30,Colombia
2222,85,34,East Timor
2223,74,3,Dominican Republic
2224,90,10,Ecuador
2225,96,10,Afghanistan
2226,14,22,Colombia
2227,61,10,Angola
2228,59,33,Argentina
2229,52,10,Italy
2230,73,34,China
2231,16,39,Colombia
2232,1,1,Ecuador
2233,56,7,Egypt
2234,60,45,Georgia
2235,25,24,Germany
2236,67,46,France
2237,38,21,Albania
2238,13,33,Gambia
2239,67,45,Gambia
2240,81,49,Comoros
2241,4,47,Denmark
2242,26,5,Antigua
2243,26,2,Cuba
2244,47,50,Cyprus
2245,91,20,Comoros
2246,41,13,Japan
2247,56,27,Japan
2248,3,42,Afghanistan
2249,12,47,Algeria
2250,35,23,Djibouti
2251,94,23,Argentina
2252,35,39,Cyprus
2253,54,38,Colombia
2254,60,21,East Timor
2255,76,15,Gambia
2256,14,29,Egypt
2257,49,2,Antigua
2258,84,43,Denmark
2259,58,45,Argentina
2260,97,17,Japan
2261,69,49,Algeria
2262,99,1,Egypt
2263,8,7,Dominica
