scolname,location_country,location_state,location_city,scale_students,scale_faculty
Emily Johnson,East Timor,whole,rise,912,1682
Kevin Wallace,Argentina,quite,enjoy,5146,4908
Kelly Rose,Argentina,real,fill,231,1217
Angela Dickson,United Kingdom,first,still,4166,1173
Rachel Jordan,United Kingdom,her,language,2499,4551
Jeffery Brown,Ireland,total,certainly,211,4783
Nicholas Thomas,United States,character,quality,8369,3599
Charles Carr,Cuba,magazine,ability,4525,2042
Beth Beasley,Croatia,citizen,no,5725,4186
Patricia Sandoval,Comoros,choose,bag,694,3139
Philip Pitts,Germany,reach,success,7740,1999
Stephanie Williams,Dominica,PM,ago,8846,1098
Valerie Bernard,Cyprus,social,interesting,3411,1299
Julian Hickman III,Ireland,itself,season,7698,171
Daniel Burton,China,first,commercial,6483,4144
Marvin Thomas,Denmark,beautiful,individual,5510,757
Donald Alexander,Afghanistan,our,front,510,2457
Katherine Gill,Djibouti,leg,concern,8720,94
Kristi Mack,Ecuador,majority,chair,1463,2083
Jennifer Johnson,Andorra,door,leader,7076,1395
Brenda Jones,Japan,have,south,1136,4479
Barbara Stewart,Cyprus,include,husband,2228,1707
Sean Robles,Andorra,may,military,4949,4243
Heidi Wright,Comoros,involve,however,6454,397
Tammy Shelton,Antigua,peace,book,9835,2310
Lisa Schroeder,Dominica,today,different,1147,2385
Gene Anderson,Croatia,fish,down,5688,595
Willie Black,Cyprus,stuff,low,5554,2577
Olivia Smith,Gabon,smile,example,1555,2867
Patricia Fields MD,Korea South,rock,feel,7191,511
Robert Hernandez,United States,alone,agency,4914,2662
Susan Cervantes,Gabon,agreement,specific,3507,1430
Dawn Singh,Czech,force,plant,4453,1866
Renee Wood,Dominica,official,military,4176,1888
Sarah Bailey,Germany,collection,instead,6324,3052
Megan Gibson,France,expert,hospital,9455,3677
Nicholas Owens,Georgia,single,arm,911,3885
Charles Williams MD,Italy,doctor,law,4065,1474
Tonya Brown,Algeria,side,activity,9903,169
Samantha Montgomery,Ireland,table,local,9178,2468
Frank Neal,Dominican Republic,term,team,9189,2064
Heather Mercer,United States,certain,statement,5636,2283
Bradley Wilkinson,Ireland,drop,figure,4559,3964
Jacqueline Williams,Germany,trial,message,9654,4122
David Bauer,Republic,body,consumer,4165,4183
Emily Mcdonald,Korea South,end,debate,3337,1304
Claudia Torres,Cuba,hear,main,8224,2657
Karen Johnson,Georgia,hand,speak,2567,2767
Natalie David,Croatia,himself,tax,4630,250
Glenn Graham,Croatia,modern,morning,4572,2198
Richard Scott,France,product,most,7283,3761
Melissa Day,Japan,attorney,might,506,4067
Christy Patrick,Korea South,reveal,hundred,5938,544
James Williams,Comoros,sea,close,7650,497
Kimberly Yoder,Andorra,ball,assume,7786,3531
Ross Anderson,Germany,strategy,sense,2793,2765
Christina Clark,Japan,wrong,cost,5749,1399
Tracy Neal,Algeria,increase,example,6034,2927
Nicholas Davis,Korea South,during,idea,8511,1295
Nicholas Freeman,Egypt,face,blue,2745,2742
Wendy Fowler,Angola,medical,rate,7060,3624
Thomas George,Czech,adult,head,8427,1852
Richard Martin,East Timor,course,give,5211,2155
Samantha Larson,United Kingdom,event,raise,9019,2285
Robert Pierce,Djibouti,skin,take,9955,4726
Michelle Nelson,Colombia,hot,account,296,700
Holly Williams,France,big,I,6782,3584
Howard Morton,Japan,nice,themselves,9701,693
Cheyenne Mendoza,Argentina,throughout,thing,1057,3128
Tammy Chen,Croatia,case,seek,9347,4443
Amy Romero,China,fall,name,2598,1483
Jessica Allen,Japan,friend,reach,6231,3478
Danny Brown,Comoros,sure,small,3759,4684
Ronald Munoz,Cyprus,level,on,7635,700
Gina Yang,Korea South,color,end,5878,4842
Paula Weaver,Afghanistan,million,year,8820,1321
Jennifer Wilcox,Algeria,develop,positive,6843,2239
Craig Manning,Gabon,identify,position,9056,3840
Brandon Steele,Dominican Republic,measure,decade,7231,4633
Tyler Johnson,Korea South,trip,entire,7471,3601
Todd Nielsen,Korea South,go,really,6917,2818
Frank Garrison,Dominica,letter,table,1050,477
Megan Hunt,Congo,area,attorney,3425,283
Kimberly Elliott,Djibouti,medical,worry,3829,1255
Daniel Washington,Egypt,PM,break,521,4964
Kirk Coleman,Angola,become,within,2284,728
Ashley Baxter,Colombia,everyone,investment,4094,2869
Mrs. Taylor Moore,Dominican Republic,respond,design,3057,310
Antonio Guzman,Republic,fight,I,9645,2332
Meghan Martin,Gabon,give,travel,9195,728
Joshua Humphrey,Cyprus,eight,sport,9637,1946
Michele Harrington,Japan,radio,soon,5352,2727
Erin Rubio,United Kingdom,true,none,8951,2558
Mathew Turner,Germany,audience,company,8503,592
Scott Moreno,United States,happen,contain,9020,2566
Nicole Allen PhD,Georgia,baby,even,5116,666
Samantha Cole,Cyprus,smile,growth,5046,3395
Heather Maxwell,Egypt,military,trip,511,2893
Jason Perez,Japan,else,expect,5079,1067
Regina Hill,Antigua,spend,age,5707,2175
Stephanie Douglas,Denmark,rise,improve,2167,1327
Micheal Yates,Republic,cold,seven,2243,1153
Jeffrey West,Croatia,building,heavy,4931,1786
Michael Mckee,Costa Rica,will,friend,9995,2409
Jeffrey Harrison,Egypt,white,mention,5671,4321
Lori Lara,Angola,federal,today,1869,2241
Caitlin Petersen,Djibouti,price,leader,7735,3257
James Wilkinson,Georgia,believe,bill,2712,3364
Cheryl Jones,Egypt,development,party,2170,4981
Steven Cook,Algeria,admit,certain,4010,3478
James Mitchell,Republic,program,employee,8990,1232
Jessica Price,Afghanistan,while,carry,1560,290
Tanya Evans,Antigua,apply,reflect,8341,4030
Samuel Wilson,Ireland,wish,song,4330,4946
Matthew Fuller,Argentina,sea,play,6653,2582
Russell Mendez,Dominica,investment,assume,7751,3738
Deborah Jennings,Cyprus,move,quickly,1207,2351
Michael Watson,Japan,name,whose,198,4881
Brandon Thompson,Djibouti,gas,stay,2418,4225
Matthew Gomez,Dominican Republic,every,week,5822,647
Justin Rodriguez,Dominican Republic,positive,heart,5107,2977
Jennifer Miller DDS,France,month,visit,2738,4848
Alan Martinez,Algeria,hope,star,2863,3672
Larry Franklin,Congo,truth,factor,3935,2438
Sean Martinez,Gambia,authority,strong,5629,1135
Julie Jackson,Croatia,charge,card,599,3867
Rhonda Charles,Italy,whether,best,4419,4002
Elizabeth Deleon,Angola,physical,develop,1199,1309
Alejandro Stephens,Antigua,case,offer,5086,2515
Kayla Hill,Gambia,administration,yet,5000,1056
Kimberly Lee,Italy,today,rich,6530,4921
David Roth,Colombia,less,person,3513,2252
Lisa Craig,Ecuador,stage,treatment,222,1206
Mrs. Rebecca Johnston,Dominica,painting,church,629,1260
Alexandra Thomas,Albania,admit,subject,5252,4660
Dana Shepherd,Croatia,begin,chair,8570,3508
Linda Mendoza DDS,Croatia,some,international,7930,3145
Noah Hawkins,Dominican Republic,under,billion,7381,4037
Mr. James Alexander,Georgia,especially,for,8188,1175
Eric White,Italy,fight,bank,2200,2168
Joshua Kelly,Croatia,value,war,509,47
Emma Campbell,Korea South,positive,senior,672,3376
Susan Vaughn,France,knowledge,seek,6132,2821
David Young,Comoros,base,day,4794,3586
Lindsay Tran,France,figure,person,9180,1553
Jennifer Villa,Andorra,want,reach,4149,3715
Cassandra Boyd,Japan,nor,these,9423,4173
Dr. Steven Burton MD,Gabon,sure,response,909,3417
Jessica Gomez,East Timor,gun,behind,2589,3992
Catherine Wallace,Denmark,gas,material,125,346
Jared Mcgee,Denmark,positive,suggest,3101,11
Melissa Mitchell,Denmark,month,must,9185,2242
Nicole Robbins,East Timor,level,moment,9779,4045
Tammy Alexander,Gabon,together,officer,4601,1603
Donna Preston,Dominican Republic,hotel,skill,8150,2545
Denise Hester,Congo,civil,might,7211,269
Jonathan Carey,Korea South,field,between,2316,2608
Marc Adams,Djibouti,campaign,way,4664,4776
Linda Michael,Japan,total,drop,7492,2763
Lindsey Bullock,Ireland,scene,light,63,1013
David Stuart,Ireland,including,stay,3880,4555
Jeremy Frey,China,out,put,3062,2702
Jeffery Calhoun,Antigua,require,while,5651,1709
Alexandra Alexander,Afghanistan,car,face,5044,2011
Martin Flores,Croatia,wish,collection,6888,4893
Matthew Myers,Cuba,near,Mrs,6486,2281
Walter Lewis,Dominican Republic,hospital,consumer,5854,2467
Nicole Collins,Czech,often,Mrs,6480,2
Joseph Lawson,Ireland,media,contain,8947,3029
Sandra Welch,Georgia,finish,continue,3828,2834
Melissa Woods,Cyprus,involve,performance,2904,3578
Michelle Rhodes,Comoros,fill,open,377,3993
Gregory Thompson,Colombia,for,clear,3569,4961
Ann Anderson,Albania,play,policy,4764,2516
Dr. Ronald Allen,Gambia,serve,debate,409,816
Sarah Russell,Korea South,thousand,many,8757,2590
April Foley,United Kingdom,line,fill,5726,1258
Andrea Thompson,Germany,shoulder,reveal,763,2627
Theresa Mcconnell,Djibouti,six,six,2983,2590
Elizabeth Robinson,East Timor,economic,officer,8350,2038
Nancy Frederick,Cuba,away,foot,2927,3600
Kayla Smith,Ecuador,daughter,thus,9516,1482
Crystal Benjamin,Georgia,list,task,5736,628
Adam Munoz,Czech,point,join,4415,3619
Terri Johnson,Gambia,inside,also,6430,1060
Erik Barnes,Japan,relate,single,8841,922
Thomas Johnson,Republic,wall,strategy,5366,4498
Caleb Villa,France,production,book,2661,4675
Mrs. Olivia Huerta,Andorra,body,each,8952,275
Robert Martin,Dominica,hospital,long,6797,1860
James Burton DVM,Gabon,learn,decision,1042,2153
Karen Miller,United States,low,individual,7065,125
Cody Ball,Italy,similar,ready,5443,1050
Steven Middleton,Republic,form,hit,5842,2656
Lydia Campbell,Denmark,huge,sign,6090,305
Melissa Martin,Costa Rica,I,apply,9861,2408
Curtis Turner,Italy,old,stay,2909,1469
Jacqueline Deleon,Algeria,leg,travel,6285,1395
Barbara Anderson,Egypt,her,paper,4284,3398
Kimberly Ellis,Cuba,oil,reveal,8215,202
Theresa Johnston,East Timor,campaign,economy,7510,4401
Susan Cabrera,Cyprus,small,hot,6743,815
Rachel Riggs,Germany,interest,stock,9132,905
Tiffany Alvarez,Egypt,difficult,mother,506,121
Michael Lee,Gambia,action,group,1983,541
James Mata,Cuba,evidence,accept,8589,519
Laura Klein,Cyprus,summer,raise,1259,1337
Cody Brooks,Georgia,make,help,1391,214
Timothy Wood,East Timor,investment,government,1453,2270
Cesar Smith,Argentina,hit,friend,9904,3349
Tina Nichols,Egypt,knowledge,fall,1884,3745
Michael Mullins III,Ecuador,really,language,9375,4011
Amy Anderson,Djibouti,official,watch,8839,2981
Tiffany Farley,Italy,fund,woman,7290,1623
Jeffrey Garrett,Gabon,successful,but,1265,1863
Jenna Robinson,Djibouti,these,rate,4064,2521
Kimberly Smith,Djibouti,reason,none,962,3523
Laura Mcconnell,Dominica,take,specific,3427,4805
Kelly Wade,Albania,too,against,3317,4674
Rebecca Glover,China,political,break,9454,5
Steven Wilson,Croatia,ball,eye,6175,30
Abigail Santana,Croatia,today,strong,5716,3725
Cheyenne Savage,Cuba,bad,work,7169,2380
Sydney Molina,Czech,shoulder,sing,9930,4248
Margaret Sanders,Argentina,window,reason,4386,4543
Joseph Rodgers,Georgia,turn,traditional,6560,1118
Mr. Arthur King,Afghanistan,moment,marriage,5994,2618
John Collins,Italy,why,outside,2948,3168
Johnny Adams MD,Gambia,skill,laugh,965,1055
Michelle Patterson,Gabon,environmental,perform,8212,572
Denise Bell,Egypt,share,pretty,8870,3291
Kristen Baker,United Kingdom,account,physical,7792,814
Christopher Rios,East Timor,control,common,3858,1307
Loretta Day,Angola,military,mother,2881,1285
Autumn Reid,Cyprus,especially,still,8603,1237
Susan Wilson,Korea South,medical,claim,5437,2023
Aaron Robles,Croatia,three,they,5914,2818
Natalie Morrow,Albania,suggest,nature,3136,1088
Amanda Wilson,Czech,sound,beautiful,9882,2363
Jose Lewis,Ecuador,former,foreign,3699,762
Sylvia Buchanan,Gabon,property,road,4236,4859
Tracy Mason,Republic,data,space,4215,3259
Tyler Alexander,Comoros,simply,still,5955,4952
Jonathan Wagner,Korea South,word,suggest,4200,95
Nicholas Ellis,Korea South,forward,security,7194,1432
Carrie Smith,Czech,its,speak,1015,1772
Samuel Gomez,Georgia,both,white,268,2956
Christopher Jones,Afghanistan,late,economic,1778,483
Cynthia Price DVM,Dominican Republic,hit,fund,6849,977
Michael Higgins,Gabon,option,idea,3226,698
Ronald Ballard,Costa Rica,quickly,remain,2347,2269
Jonathon White,Andorra,get,four,9095,4399
Samantha Gray,Gabon,relationship,now,9230,996
Mr. John Church,Dominican Republic,respond,fact,8233,3516
Mark Travis,Cyprus,oil,lawyer,5798,1616
Valerie Johnson,Afghanistan,cost,act,7993,1000
Cathy Malone,Republic,none,outside,4481,957
Terry Rice,Gabon,cultural,room,765,2675
Billy Moreno,Croatia,effect,start,3727,2534
Megan Padilla,Albania,forward,young,7132,1191
Sylvia Mcintosh,Albania,small,against,7305,677
Nancy Hicks,East Timor,we,only,196,4933
Jesus Villa,Afghanistan,maybe,president,4745,539
Christine Faulkner,United States,push,expert,1782,782
Jonathan Hart,Denmark,garden,season,9637,441
Katie Morris,Antigua,fill,focus,7954,180
Erik Hudson,Albania,accept,throw,7942,4396
David Smith,Algeria,tree,however,1360,2586
Carolyn Lowe,Gambia,sister,back,4511,4697
Jennifer Valdez,China,him,rule,3802,4258
Michael Rosario,Comoros,never,hair,7750,1559
Roberto Johnson,Costa Rica,drive,meeting,9373,669
Tara Morgan,China,campaign,break,2456,575
James Johnson,Comoros,term,attention,2160,210
David Wright,Argentina,film,house,1846,743
Michael Montgomery,Algeria,six,rise,9613,4851
Michael Watson,China,box,new,2825,288
Nancy Hoover,Colombia,whom,job,2409,3964
Shannon Long,Gabon,may,laugh,4869,2857
Melissa Taylor,Croatia,thus,current,7386,3434
Justin Colon,Italy,difficult,born,6389,4057
Sara Young,Denmark,people,wrong,9276,594
Christine Todd,Dominican Republic,property,end,5054,1332
Michael Roth,France,worker,run,5168,4082
Wanda Rivers,United Kingdom,very,hotel,1518,4047
Jose Vega,Andorra,state,project,8917,150
Joseph Dickerson,Cyprus,eat,be,1795,1846
Karen Brown,Italy,Democrat,art,6094,2081
Rebecca King,Cuba,because,will,6837,1253
Christine Sullivan,France,base,economy,6398,2967
Heidi Cervantes,Dominican Republic,home,writer,9580,412
Megan Bailey,Colombia,follow,certain,4994,2542
Emily Parsons,Japan,budget,remain,5097,4667
Samuel Williams,East Timor,long,drop,8306,2274
Shelby Sloan,Albania,example,add,1132,2983
Carlos Watkins,Italy,bit,role,7935,1072
Pamela Fuller,Antigua,politics,hand,9058,3712
Diana Williams,Colombia,think,produce,7189,1376
Melissa Burton,Ecuador,bill,voice,3528,1697
Andrew Scott,Georgia,radio,hear,3077,4701
Mrs. Alexis Roth DDS,United Kingdom,sort,father,798,631
Gregory Walsh,China,ago,peace,9064,4148
Carrie Kelly,Comoros,how,which,7453,3853
Eric Gibson,Republic,cost,service,332,541
Michael Mann,Croatia,by,situation,8730,3694
Scott Mcbride,Dominican Republic,service,could,9878,1861
Mark Olson,Czech,describe,then,2588,3086
Joseph Russell,Gabon,affect,rate,6016,3518
Debra Martin,Antigua,pull,add,9622,256
Jenny Becker,Costa Rica,understand,democratic,7219,1532
Andrew Atkins,France,hear,report,2037,2753
Tiffany Scott,Croatia,major,education,3451,1502
Joy Ramos,Angola,example,boy,9565,4882
Christopher Salas,Ecuador,become,follow,3809,4660
Brett Johnson,Antigua,affect,speak,1653,2923
Scott Escobar,Czech,him,such,2456,1118
Dan Duke,Dominican Republic,think,reality,2081,1698
Stacy Jackson,Denmark,including,prepare,439,657
Wayne Chambers,Afghanistan,thank,writer,3596,299
Joshua Montes,Comoros,newspaper,sing,7870,3327
Mr. Daniel Hurley,Andorra,wish,best,8500,788
Elizabeth Mitchell,Georgia,nor,response,7893,2359
Patricia Jacobs,Congo,sense,hear,3135,2866
Shelly David,China,affect,east,8938,1165
Gary James,Korea South,trial,few,7155,4392
Susan Shaffer,Costa Rica,speech,adult,1424,4721
Joy Collier,Georgia,pull,onto,215,2921
Jonathan Jackson,Gabon,method,new,4043,4793
Scott Ray,Korea South,example,age,1566,3549
Thomas Cook,United States,lawyer,growth,2365,1235
Kyle Brady,Angola,quite,official,7312,52
Stephanie Peterson,Egypt,myself,keep,4571,3332
Tanya Rios,Dominican Republic,radio,discover,9566,1274
Molly Sanchez,Costa Rica,Mrs,only,2933,1033
Joshua Anderson,Angola,today,determine,6833,3615
Mr. Paul Mccall,Djibouti,think,product,5783,2764
Garrett Wallace,Antigua,law,current,2508,4643
Mrs. Michelle Lam DVM,Gabon,actually,material,2075,3530
Lori Duarte,Denmark,discussion,whole,2994,3946
Ryan Blackburn,Afghanistan,off,know,4115,4288
Gary Ho,Japan,ball,suddenly,5594,4649
Michele Smith,Colombia,but,somebody,9627,580
William Klein,East Timor,teach,option,1972,1478
Joseph Casey,Costa Rica,population,attorney,9028,3823
Amanda Peterson,Colombia,skill,standard,2970,1183
Kim Wilson,Gabon,agency,have,7480,4525
Emily Jarvis,China,order,company,1011,1627
Keith Byrd,Angola,pull,risk,6881,4461
Thomas Vasquez,Dominica,themselves,part,1213,4397
Robert Roberts,Gabon,term,positive,6299,4564
Christopher Simon,Egypt,movement,ever,9029,4780
Jay Cox,Afghanistan,PM,down,2838,439
Anna Mcclure,Afghanistan,think,consumer,3692,1500
Elizabeth Williams,Ireland,bank,account,133,3226
Mrs. Jennifer Pittman DDS,Korea South,begin,century,5853,2529
Frederick Rodriguez,Cuba,anything,operation,1362,741
Nicole Stafford,Croatia,exist,doctor,5058,751
Benjamin Rollins,Cuba,event,number,7715,3178
Zachary Nelson,Congo,operation,government,4377,4477
Joshua Rivera,Costa Rica,budget,across,6741,4542
Melissa Reed,Georgia,chair,audience,7440,83
Nicholas Leonard,Costa Rica,nice,huge,3841,4987
Jeffrey Larson,Gambia,drug,we,4578,3824
James Franklin,Afghanistan,family,today,3162,2041
Pamela Hopkins,East Timor,someone,point,7908,3825
Bethany May,Colombia,field,social,6131,723
James Howard,Costa Rica,kitchen,street,4542,3837
Pamela Bond,Japan,face,matter,176,123
Manuel Klein,Gabon,party,inside,7132,137
Ashley Cabrera,Gabon,rise,their,3827,2635
Christopher Richardson,Denmark,join,air,2625,328
Theresa Dixon,Andorra,white,loss,2103,1540
Lisa Scott,Angola,always,us,2026,3852
Darlene Martin,China,event,ask,5323,1779
Randall Guerra,Gabon,mean,six,6042,3683
Kenneth Davis,Djibouti,white,need,2365,3285
Nancy Palmer,Dominica,might,just,3117,1726
Sandra Hansen,Czech,view,either,786,1298
Miguel Barber,Colombia,order,campaign,7563,4429
Kara Horton,Republic,data,mouth,8501,2086
Vincent Walters,Dominican Republic,be,son,4185,2148
Ryan Robbins,Comoros,up,world,5818,3613
Dominic Lee,Dominica,state,nature,9124,644
Jerry Galloway,Dominica,part,security,5980,1734
Terri Leon,Albania,still,how,7645,956
Jill Parker,Ireland,general,compare,7586,3646
James Baldwin,Czech,walk,draw,7427,4179
Christopher Martinez,Cuba,suffer,agree,2784,3120
James Tate,Czech,politics,son,5830,3505
Jessica Ashley,Korea South,choose,leave,1394,1701
